Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchant’s behalf	,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Payment Mode,Order Channel,Order Status,Order Date,Order Accept Time,Customer Uber-Membership Status,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Offer Redemption Fee,Bag Fee,Marketing Adjustment,Total Sales after Adjustments (incl tax),Marketplace Fee,Marketplace fee %,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Delivery Fee,Tax On Delivery Fee,Tips,Capital payments,Other payments description,Other payments,Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Markup Amount,Markup Tax,Retailer Loyalty ID,Payout reference ID
Capriotti's Sandwich Shop (VA100390),,#8989F,6682e1c5-7147-49d2-aa7b-469b87f8989f,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/23/25,5:33 PM,Non-member,26.39,2.46,28.85,0,0,0,0,0,0,0,0,0,0,0,0,28.85,-4.75,18,0,0,0,0,0,0,0,0,,0,-1.4,0,22.7,,0,0,,
Capriotti's Sandwich Shop (VA100390),,#27082,56752e9a-aac1-464a-994f-9a62ac627082,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/23/25,6:14 PM,Non-member,50.94,4.74,55.68,0,0,0,0,0,0,0,0,0,0,0,0,55.68,-9.17,18,0,0,0,0,0,0,0,0,,0,-2.7,0,43.81,,0,0,,
Capriotti's Sandwich Shop (VA100390),,#93514,6e725b32-274d-46a0-9aca-dfa969f93514,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,11:14 AM,Uber One member,26.39,2.46,28.85,0,0,0,0,0,0,0,0,0,0,0,0,28.85,-5.54,21,0,0,0,0,0,0,0,0,,0,-1.4,0,21.91,,0,0,,
Capriotti's Sandwich Shop (VA100390),,#2C4F0,75e049f2-ffae-45ca-9264-6257b092c4f0,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,5:28 PM,Uber One member,48.44,4.51,52.95,0,0,0,0,0,0,0,0,0,0,0,0,52.95,-10.17,21,0,0,0,0,0,0,0,0,,0,-2.57,0,40.21,,0,0,,
Capriotti's Sandwich Shop (VA100390),,#2C4F0,75e049f2-ffae-45ca-9264-6257b092c4f0,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,10/24/25,5:28 PM,Uber One member,0,0,0,-6.59,-0.61,-7.2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0.35,0,-6.85,,0,0,,
Capriotti's Sandwich Shop (VA100390),,#D6ED6,26eaecb0-4e96-471e-a091-d345bcfd6ed6,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/24/25,6:28 PM,Non-member,40.37,3.75,44.12,0,0,0,0,0,0,0,0,0,0,0,0,44.12,-7.27,18,0,0,0,0,0,0,0,0,,0,-2.14,0,34.71,,0,0,,
Capriotti's Sandwich Shop (VA100390),,,,,,UberEats Unknown,,10/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.87,0,0,-0.87,,0,0,,
Capriotti's Sandwich Shop (VA100390),,#8BA6C,495c0454-eafe-4387-b08f-5e4dfd28ba6c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,6:23 PM,Uber One member,29.78,2.77,32.55,0,0,0,0,0,0,0,0,0,0,0,0,32.55,-6.25,21,0,0,0,0,0,0,0,0,,0,-1.58,0,24.72,,0,0,,
Capriotti's Sandwich Shop (VA100390),,,,,,UberEats Unknown,,10/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.28,0,0,-0.28,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#01B73,74a2f033-9ffd-45be-8bfb-d559b0e01b73,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,10:51 AM,Non-member,36.27,3.04,39.31,0,0,0,0,0,0,0,0,0,0,0,0,39.31,-6.53,18,0,0,0,0,0,0,0,0,,0,-3.04,0,29.74,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#B5454,99b82a59-9c1c-4e8e-add4-2c2e866b5454,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/20/25,11:52 AM,Uber One member,68.86,5.77,74.63,0,0,0,0,0,0,0,0,0,0,0,0,74.63,-14.46,21,0,0,0,0,0,0,0,0,,0,-5.77,0,54.4,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#62D4F,beb37686-e352-43f0-9d99-f14240462d4f,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/20/25,2:59 PM,Uber One member,23.97,2.01,25.98,0,0,0,0,0,0,0,0,0,0,0,0,25.98,-5.03,21,0,0,0,0,0,0,0,0,,0,-2.01,0,18.94,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#C0CC3,ac032c1a-9111-4578-930b-aa5a544c0cc3,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/20/25,5:02 PM,Uber One member,33.36,2.79,36.15,0,0,0,0,0,0,0,0,0,0,0,0,36.15,-7.01,21,0,0,0,0,0,0,0,0,,0,-2.79,0,26.35,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#007CC,863a7609-e6f9-4e2b-b55a-b8710fb007cc,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,6:30 PM,Uber One member,32.58,2.73,35.31,0,0,0,0,0,0,0,0,0,0,0,0,35.31,-6.84,21,0,0,0,0,0,0,0,0,,0,-2.73,0,25.74,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,,,,,UberEats Unknown,,10/21/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.26,0,0,-1.26,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#A770A,1e62e309-23d5-43d4-b6a5-06cb1b5a770a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,1:26 PM,Uber One member,16.29,1.36,17.65,0,0,0,0,0,0,0,0,0,0,0,0,17.65,-3.42,21,0,0,0,0,0,0,0,0,,0,-1.36,0,12.87,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#FB6E0,8de98ed3-a596-46d9-b5c3-394ac59fb6e0,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/21/25,3:32 PM,Non-member,41.13,3.44,44.57,0,0,0,0,0,0,0,0,0,0,0,0,44.57,-7.4,18,0,0,0,0,0,0,0,0,,0,-3.44,0,33.73,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#F2BAE,ed85deac-4fa6-4c91-9203-dd0cb0cf2bae,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,5:08 PM,Uber One member,31.28,2.62,33.9,0,0,0,0,0,0,0,0,0,0,0,0,33.9,-6.57,21,0,0,0,0,0,0,0,0,,0,-2.62,0,24.71,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#5106B,5309d601-6d4c-41de-ad07-cb436a45106b,Pickup,Digital,UberEats iOS,Completed,10/21/25,5:49 PM,Non-member,13.79,1.15,14.94,0,0,0,0,0,0,0,0,0,0,0,0,14.94,-0.83,6,0,0,0,0,0,0,0,0,,0,-1.15,0,12.96,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,,,,,UberEats Unknown,,10/22/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.62,0,0,-2.62,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,,,,,UberEats Unknown,,10/22/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.12,0,0,-0.12,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#A1101,24cf5e79-40a8-424a-b010-abe436ba1101,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,12:17 PM,Uber One member,26.26,2.2,28.46,0,0,0,0,0,0,0,0,0,0,0,0,28.46,-5.51,21,0,0,0,0,0,0,0,0,,0,-2.2,0,20.75,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#D1C40,90cbb47f-d40d-44d7-bd43-ee261b8d1c40,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,12:19 PM,Uber One member,28.18,2.36,30.54,0,0,0,0,0,0,0,0,0,0,0,0,30.54,-5.92,21,0,0,0,0,0,0,0,0,,0,-2.36,0,22.26,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#A7769,01304ac2-79d3-4800-9a85-17a98f0a7769,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/22/25,3:13 PM,Uber One member,19.18,1.61,20.79,0,0,0,0,0,0,0,0,0,0,0,0,20.79,-4.03,21,0,0,0,0,0,0,0,0,,0,-1.61,0,15.15,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#495D5,6cc9a410-6c35-44ab-9c40-03f7834495d5,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/22/25,4:30 PM,Uber One member,33.18,2.78,35.96,0,0,0,0,0,0,0,0,0,0,0,0,35.96,-6.97,21,0,0,0,0,0,0,0,0,,0,-2.78,0,26.21,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,,,,,UberEats Unknown,,10/23/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.08,0,0,-0.08,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#062F9,50d90c92-3dd0-44c9-b942-c28e3be062f9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,1:12 PM,Uber One member,26.28,2.2,28.48,0,0,0,0,0,0,0,0,0,0,0,0,28.48,-5.52,21,0,0,0,0,0,0,0,0,,0,-2.2,0,20.76,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,,,,,UberEats Unknown,,10/24/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.43,0,0,-1.43,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#6D6D1,4be1b4d8-27eb-4a1f-8c6f-1d381f36d6d1,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,11:55 AM,Uber One member,54.97,4.6,59.57,0,0,0,0,0,0,0,0,0,0,0,0,59.57,-11.54,21,0,0,0,0,0,0,0,0,,0,-4.6,0,43.43,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#5AE85,1bfae935-4e01-4bbc-af21-35f0a725ae85,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,12:38 PM,Non-member,27.49,2.3,29.79,0,0,0,0,0,0,0,0,0,0,0,0,29.79,-4.95,18,0,0,0,0,0,0,0,0,,0,-2.3,0,22.54,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,,,,,UberEats Unknown,,10/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.1,0,0,-1.1,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#D5A2D,b376aa0b-f4ac-43f9-9f24-abfb617d5a2d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,12:42 PM,Non-member,36.55,3.06,39.61,0,0,0,0,0,0,0,0,0,0,0,0,39.61,-6.58,18,0,0,0,0,0,0,0,0,,0,-3.06,0,29.97,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#99DA5,6d608d57-a35c-4e0a-aa76-c4c2f4299da5,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,11:14 AM,Non-member,33.78,2.83,36.61,0,0,0,0,0,0,0,0,0,0,0,0,36.61,-6.08,18,0,0,0,0,0,0,0,0,,0,-2.83,0,27.7,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#C94BE,1ff966dc-1aba-4b53-81a8-f655516c94be,Pickup,Digital,UberEats iOS,Completed,10/26/25,12:23 PM,Non-member,18.79,1.57,20.36,0,0,0,0,0,0,0,0,0,0,0,0,20.36,-1.88,10,0,0,0,0,0,0,0,0,,0,-1.57,0,16.91,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#EF6CF,06c58839-f0d1-4b44-a125-198e978ef6cf,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,1:54 PM,Uber One member,18.18,1.52,19.7,0,0,0,0,0,0,0,0,0,0,0,0,19.7,-3.82,21,0,0,0,0,0,0,0,0,,0,-1.52,0,14.36,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#EF6CF,06c58839-f0d1-4b44-a125-198e978ef6cf,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,10/26/25,1:54 PM,Uber One member,0,0,0,-2.34,-0.2,-2.54,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0.2,0,-2.34,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#6F620,a320b311-cbb7-4596-969a-62f6e7e6f620,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,4:28 PM,Uber One member,58.85,4.93,63.78,0,0,0,0,0,0,0,0,0,0,0,0,63.78,-12.36,21,0,0,0,0,0,0,0,0,,0,-4.93,0,46.49,,0,0,,
Capriotti's Sandwich Shop (NV121),121|15690,#B3D1F,1cd2e437-3e56-43e5-8826-3b60c56b3d1f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,7:02 PM,Uber One member,22.58,1.89,24.47,0,0,0,0,0,0,0,0,0,0,0,0,24.47,-4.74,21,0,0,0,0,0,0,0,0,,0,-1.89,0,17.84,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,,,,,UberEats Unknown,,10/20/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.15,0,0,-3.15,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#99BDC,a0c1d0bc-7814-456f-8565-9ffc85a99bdc,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,12:24 PM,Non-member,36.76,3.08,39.84,0,0,0,0,0,0,0,0,0,0,0,0,39.84,-6.62,18,0,0,0,0,0,0,0,0,,0,-3.08,0,30.14,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#6AA60,246309f0-6320-401b-a7d4-ee518a66aa60,Delivery - Partner Using Uber App,Unknown,Postmates iOS,Completed,10/20/25,12:45 PM,Non-member,63.14,5.29,68.43,0,0,0,0,0,0,0,0,0,0,0,0,68.43,-12.63,20,0,0,0,0,0,0,0,0,,0,-5.29,0,50.51,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#ABBC6,21396bb0-1d70-4f93-8b5a-181a20eabbc6,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/20/25,2:06 PM,Uber One member,31.19,2.61,33.8,0,0,0,0,0,0,0,0,0,0,0,0,33.8,-6.55,21,0,0,0,0,0,0,0,0,,0,-2.61,0,24.64,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#C24BC,a9f1233e-8167-4912-a5b6-67f11fcc24bc,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,4:17 PM,Uber One member,15.59,1.31,16.9,0,0,0,0,0,0,0,0,0,0,0,0,16.9,-3.27,21,0,0,0,0,0,0,0,0,,0,-1.31,0,12.32,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#762E7,7548decd-77cf-4b25-a2d3-edf479a762e7,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,5:07 PM,Uber One member,17.77,1.49,19.26,0,0,0,0,0,0,0,0,0,0,0,0,19.26,-3.73,21,0,0,0,0,0,0,0,0,,0,-1.49,0,14.04,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,,,,,UberEats Unknown,,10/21/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.55,0,0,-0.55,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#6D868,2c7c4d8d-ea47-4979-a99e-438f8a56d868,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,2:32 PM,Uber One member,26.39,2.21,28.6,0,0,0,0,0,0,0,0,0,0,0,0,28.6,-5.54,21,0,0,0,0,0,0,0,0,,0,-2.21,0,20.85,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,,,,,UberEats Unknown,,10/22/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.72,0,0,-0.72,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#BF6F5,11e8f6c1-ec12-4f4f-bd89-abe05cdbf6f5,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,12:08 PM,Non-member,22.17,1.86,24.03,0,0,0,0,0,0,0,0,0,0,0,0,24.03,-3.99,18,0,0,0,0,0,0,0,0,,0,-1.86,0,18.18,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#C570D,31170930-271d-4452-bb46-3327d0bc570d,Pickup,Digital,UberEats iOS,Completed,10/22/25,11:58 AM,Uber One member,18.17,1.52,19.69,0,0,0,0,0,0,0,0,0,0,0,0,19.69,-1.09,6,0,0,0,0,0,0,0,0,,0,-1.52,0,17.08,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#D57CB,a9275773-1be1-4b5f-a310-5a71e37d57cb,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,2:29 PM,Non-member,48.76,4.08,52.84,0,0,0,0,0,0,0,0,0,0,0,0,52.84,-8.78,18,0,0,0,0,0,0,0,0,,0,-4.08,0,39.98,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#8E15B,59fddd08-00bb-42a5-9da8-d2ca1978e15b,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,3:19 PM,Uber One member,29.98,2.51,32.49,0,0,0,0,0,0,0,0,0,0,0,0,32.49,-6.3,21,0,0,0,0,0,0,0,0,,0,-2.51,0,23.68,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#751B1,7a4192e9-f4a1-48f8-b6b7-e56dc61751b1,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/22/25,4:44 PM,Non-member,15.59,1.31,16.9,0,0,0,0,0,0,0,0,0,0,0,0,16.9,-3.12,20,0,0,0,0,0,0,0,0,,0,-1.31,0,12.47,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#BC8D8,f7092285-a926-4293-a4f9-46fd703bc8d8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,5:52 PM,Uber One member,37.27,3.12,40.39,0,0,0,0,0,0,0,0,0,0,0,0,40.39,-7.83,21,0,0,0,0,0,0,0,0,,0,-3.12,0,29.44,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#E5224,19e3d0d8-b3fe-4137-a9c1-27e734ae5224,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/22/25,6:16 PM,Uber One member,78.32,6.56,84.88,0,0,0,0,0,0,0,0,0,0,0,0,84.88,-16.45,21,0,0,0,0,0,0,0,0,,0,-6.56,0,61.87,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,,,,,UberEats Unknown,,10/23/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.29,0,0,-1.29,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#D2E5C,90049aea-00a5-4185-a4e4-9e20639d2e5c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,12:35 PM,Non-member,28.37,2.38,30.75,0,0,0,0,0,0,0,0,0,0,0,0,30.75,-5.11,18,0,0,0,0,0,0,0,0,,0,-2.38,0,23.26,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#EBFF9,363bb859-a1e3-47bb-9b76-b7c1f79ebff9,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/23/25,6:35 PM,Uber One member,31.18,2.61,33.79,0,0,0,0,0,0,0,0,0,0,0,0,33.79,-6.55,21,0,0,0,0,0,0,0,0,,0,-2.61,0,24.63,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,,,,,UberEats Unknown,,10/24/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.21,0,0,-2.21,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#FD7EE,b9651f1d-f482-4be1-9b87-62fd0e8fd7ee,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,11:29 AM,Non-member,47.25,3.96,51.21,0,0,0,0,0,0,0,0,0,0,0,0,51.21,-8.51,18,0,0,0,0,0,0,0,0,,0,-3.96,0,38.74,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#BD275,29649197-d949-46ff-a287-b10be00bd275,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,11:59 AM,Non-member,41.98,3.52,45.5,0,0,0,0,0,0,0,0,0,0,0,0,45.5,-7.56,18,0,0,0,0,0,0,0,0,,0,-3.52,0,34.42,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#0A6FA,79020b57-cd06-47d5-af40-fa3588f0a6fa,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,12:14 PM,Uber One member,21.38,1.79,23.17,0,0,0,0,0,-5,-0.42,0,0,0,0,0,18.17,-3.44,21,0,0,0,0,0,0,0,0,,0,-1.37,0,12.94,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#05349,53f5f3ee-74fc-4e0c-b57c-f3004b805349,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,2:38 PM,Uber One member,18.38,1.54,19.92,0,0,0,0,0,0,0,0,0,0,0,0,19.92,-3.86,21,0,0,0,0,0,0,0,0,,0,-1.54,0,14.52,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#F6A42,16a8d06e-a7c1-46e8-8ee7-43607e3f6a42,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,3:03 PM,Non-member,15.98,1.34,17.32,0,0,0,0,0,0,0,0,0,0,0,0,17.32,-2.88,18,0,0,0,0,0,0,0,0,,0,-1.34,0,13.1,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#381C3,ab92c5b3-1d77-43c8-ba31-21daa5b381c3,Pickup,Digital,UberEats iOS,Completed,10/24/25,4:14 PM,Uber One member,32.98,2.76,35.74,0,0,0,0,0,0,0,0,0,0,0,0,35.74,-1.98,6,0,0,0,0,0,0,0,0,,0,-2.76,0,31,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#30117,6ebf02b5-0f17-4a61-812e-4299edf30117,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,5:04 PM,Non-member,20.18,1.69,21.87,0,0,0,0,0,0,0,0,0,0,0,0,21.87,-3.63,18,0,0,0,0,0,0,0,0,,0,-1.69,0,16.55,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#A9AFC,14352f68-d17a-4414-996c-01d87a1a9afc,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,5:38 PM,Uber One member,30.35,2.54,32.89,0,0,0,0,0,0,0,0,0,0,0,0,32.89,-6.37,21,0,0,0,0,0,0,0,0,,0,-2.54,0,23.98,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,,,,,UberEats Unknown,,10/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.81,0,0,-0.81,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#544B5,78107540-fafa-4f78-b798-470551e544b5,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/25/25,12:08 PM,Non-member,20.17,1.69,21.86,0,0,0,0,0,0,0,0,0,0,0,0,21.86,-3.63,18,0,0,0,0,0,0,0,0,,0,-1.69,0,16.54,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#75DDD,923174cd-02a2-4d04-a717-dabf78275ddd,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/25/25,12:10 PM,Uber One member,15.59,1.31,16.9,0,0,0,0,0,0,0,0,0,0,0,0,16.9,-3.27,21,0,0,0,0,0,0,0,0,,0,-1.31,0,12.32,,0,0,,
