Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchant’s behalf	,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Payment Mode,Order Channel,Order Status,Order Date,Order Accept Time,Customer Uber-Membership Status,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Offer Redemption Fee,Bag Fee,Marketing Adjustment,Total Sales after Adjustments (incl tax),Marketplace Fee,Marketplace fee %,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Delivery Fee,Tax On Delivery Fee,Tips,Capital payments,Other payments description,Other payments,Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Markup Amount,Markup Tax,Retailer Loyalty ID,Payout reference ID
Capriotti's Sandwich Shop (NV028),28|15615,#6E583,ccb552f0-06fa-4d6e-87f1-460bd656e583,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,9:11 PM,Non-member,19.19,1.61,20.8,0,0,0,0,0,0,0,0,0,0,0,0,20.8,-3.45,18,0,0,0,0,0,0,0,0,,0,-1.61,0,15.74,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#C9683,40592150-64cf-4c63-b76c-84d4480c9683,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,10:07 PM,Uber One member,24.17,2.02,26.19,0,0,0,0,0,0,0,0,0,0,0,0,26.19,-5.08,21,0,0,0,0,0,0,0,0,,0,-2.02,0,19.09,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,,,,,UberEats Unknown,,10/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.99,0,0,-3.99,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#F48E3,cb9dce58-81ae-41ca-ba2c-ea527c0f48e3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,11:33 AM,Uber One member,18.59,1.56,20.15,0,0,0,0,0,0,0,0,0,0,0,0,20.15,-3.9,21,0,0,0,0,0,0,0,0,,0,-1.56,0,14.69,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#134D7,4759ac76-b8e0-486d-ab71-d34aa76134d7,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,7:52 PM,Uber One member,19.89,1.67,21.56,0,0,0,0,0,0,0,0,0,0,0,0,21.56,-4.18,21,0,0,0,0,0,0,0,0,,0,-1.67,0,15.71,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#CB769,35bec369-8a07-4e58-a86b-39c87fccb769,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,8:25 PM,Uber One member,26.88,2.25,29.13,0,0,0,0,0,0,0,0,0,0,0,0,29.13,-5.64,21,0,0,0,0,0,0,0,0,,0,-2.25,0,21.24,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#50456,984b236c-0658-460d-9f83-93e84bc50456,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,9:45 PM,Uber One member,18.59,1.56,20.15,0,0,0,0,0,0,0,0,0,0,0,0,20.15,-3.9,21,0,0,0,0,0,0,0,0,,0,-1.56,0,14.69,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#828C0,4a82dd69-93ea-4840-bef5-765983f828c0,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,9:34 PM,Uber One member,47.87,4.01,51.88,0,0,0,0,0,0,0,0,0,0,0,0,51.88,-10.05,21,0,0,0,0,0,0,0,0,,0,-4.01,0,37.82,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#5278F,bccc5bfd-65f0-464c-b66d-40c5b095278f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,10:33 PM,Uber One member,28.86,2.42,31.28,0,0,0,0,0,0,0,0,0,0,0,0,31.28,-6.06,21,0,0,0,0,0,0,0,0,,0,-2.42,0,22.8,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#12E9D,edccd951-0b0d-485f-824e-e1cc38d12e9d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,11:04 PM,Uber One member,47.87,4.01,51.88,0,0,0,0,0,0,0,0,0,0,0,0,51.88,-10.05,21,0,0,0,0,0,0,0,0,,0,-4.01,0,37.82,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,,,,,UberEats Unknown,,10/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.92,0,0,-2.92,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#51665,6c74aad8-b03c-4021-94b9-37e647251665,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,2:51 PM,Uber One member,22.48,1.88,24.36,0,0,0,0,0,0,0,0,0,0,0,0,24.36,-4.72,21,0,0,0,0,0,0,0,0,,0,-1.88,0,17.76,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#2EE9E,8bc9ab2b-5d32-4432-b40d-39254312ee9e,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/26/25,2:53 PM,Uber One member,24.77,2.07,26.84,0,0,0,0,0,0,0,0,0,0,0,0,26.84,-5.2,21,0,0,0,0,0,0,0,0,,0,-2.07,0,19.57,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#641C2,3975021b-d955-4af5-b821-03b8388641c2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,3:11 PM,Non-member,37.65,3.15,40.8,0,0,0,0,0,0,0,0,0,0,0,0,40.8,-6.78,18,0,0,0,0,0,0,0,0,,0,-3.15,0,30.87,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#C0516,049478c3-295f-419a-993c-f509fa1c0516,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,6:47 PM,Uber One member,24.58,2.06,26.64,0,0,0,0,0,0,0,0,0,0,0,0,26.64,-5.16,21,0,0,0,0,0,0,0,0,,0,-2.06,0,19.42,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#27D23,04258bc6-2722-4f40-ae26-380f99227d23,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,9:15 PM,Uber One member,18.59,1.56,20.15,0,0,0,0,0,0,0,0,0,0,0,0,20.15,-3.9,21,0,0,0,0,0,0,0,0,,0,-1.56,0,14.69,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#5E665,ac0a6496-87f6-4049-a2d8-911791f5e665,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,10:09 PM,Uber One member,34.57,2.9,37.47,0,0,0,0,0,0,0,0,0,0,0,0,37.47,-7.26,21,0,0,0,0,0,0,0,0,,0,-2.9,0,27.31,,0,0,,
Capriotti's Sandwich Shop (NV028),28|15615,#0FB6D,6eede592-dc14-491a-9cc9-c928b050fb6d,Pickup,Digital,UberEats iOS,Completed,10/26/25,8:53 PM,Non-member,33.98,2.85,36.83,0,0,0,0,0,0,0,0,0,0,0,0,36.83,-2.04,6,0,0,0,0,0,0,0,0,,0,-2.85,0,31.94,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,,,,,UberEats Unknown,,10/20/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.35,0,0,-3.35,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#0A9A1,9e979c29-ced9-4b03-b5e4-9c3c0640a9a1,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,2:35 PM,Uber One member,29.16,2.62,31.78,0,0,0,0,0,0,0,0,0,0,0,0,31.78,-6.12,21,0,0,0,0,0,0,0,0,,0,-2.62,0,23.04,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#9200C,b7b259de-7641-47b7-bfde-fdc8ddd9200c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,5:33 PM,Non-member,20.38,1.84,22.22,0,0,0,0,0,0,0,0,0,0,0,0,22.22,-3.67,18,0,0,0,0,0,0,0,0,,0,-1.84,0,16.71,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#8460A,509f091b-9455-46a6-9d20-b6f25f68460a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,7:29 PM,Uber One member,40.76,3.67,44.43,0,0,0,0,0,0,0,0,0,0,0,0,44.43,-8.56,21,0,0,0,0,0,0,0,0,,0,-3.67,0,32.2,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#209A7,fc512660-140a-48b2-95c4-dee415d209a7,Pickup,Digital,UberEats iOS,Completed,10/20/25,7:25 PM,Uber One member,36.07,3.25,39.32,0,0,0,0,0,0,0,0,0,0,0,0,39.32,-2.16,6,0,0,0,0,0,0,0,0,,0,-3.25,0,33.91,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,,,,,UberEats Unknown,,10/21/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.51,0,0,-1.51,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#B5F5D,ae67aa91-a7e5-40de-88cd-d437003b5f5d,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/21/25,11:20 AM,Uber One member,43.18,3.45,46.63,0,0,0,0,0,0,0,0,0,0,0,0,46.63,-9.07,21,0,0,0,0,0,0,0,0,,0,-3.45,0,34.11,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#3DB5A,79c89867-90dd-4f02-ba70-50aab713db5a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,12:31 PM,Uber One member,25.18,2.27,27.45,0,0,0,0,0,0,0,0,0,0,0,0,27.45,-5.29,21,0,0,0,0,0,0,0,0,,0,-2.27,0,19.89,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#FA18F,67e42b35-960a-4d02-b68d-a93f53ffa18f,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/21/25,1:21 PM,Uber One member,19.19,1.72,20.91,0,0,0,0,0,0,0,0,0,0,0,0,20.91,-4.03,21,0,0,0,0,0,0,0,0,,0,-1.72,0,15.16,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#FE4BB,c1517e6d-9910-4a1c-a371-88c2190fe4bb,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,3:52 PM,Non-member,62.38,5.61,67.99,0,0,0,0,0,0,0,0,0,0,0,0,67.99,-11.23,18,0,0,0,0,0,0,0,0,,0,-5.61,0,51.15,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,,,,,UberEats Unknown,,10/22/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.69,0,0,-3.69,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#D9A0B,81fcc3e7-575e-4920-866a-254ade8d9a0b,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,12:50 PM,Uber One member,53.97,4.85,58.82,0,0,0,0,0,0,0,0,0,0,0,0,58.82,-11.33,21,0,0,0,0,0,0,0,0,,0,-4.85,0,42.64,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,,,,,UberEats Unknown,,10/23/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.89,0,0,-1.89,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#5EDE5,41e9c61f-1652-4e59-afa1-38704d15ede5,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,11:12 AM,Non-member,35.98,3.24,39.22,0,0,0,0,0,0,0,0,0,0,0,0,39.22,-6.48,18,0,0,0,0,0,0,0,0,,0,-3.24,0,29.5,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#BE249,4687116b-6d3c-4a59-afaa-2256233be249,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,1:29 PM,Uber One member,26.56,2.39,28.95,0,0,0,0,0,0,0,0,0,0,0,0,28.95,-5.58,21,0,0,0,0,0,0,0,0,,0,-2.39,0,20.98,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#D733E,e42caa01-87cc-42c3-b4cc-f4e2bb8d733e,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/23/25,4:31 PM,Uber One member,41.98,3.36,45.34,0,0,0,0,0,0,0,0,0,0,0,0,45.34,-8.82,21,0,0,0,0,0,0,0,0,,0,-3.36,0,33.16,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,,,,,UberEats Unknown,,10/24/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.19,0,0,-3.19,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#C9492,b7da0655-292d-44cd-8377-d6fe850c9492,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,1:13 PM,Uber One member,18.77,1.69,20.46,0,0,0,0,0,0,0,0,0,0,0,0,20.46,-3.94,21,0,0,0,0,0,0,0,0,,0,-1.69,0,14.83,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#73951,84819519-2af4-423b-9623-5af69a573951,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/24/25,2:04 PM,Uber One member,19.58,1.76,21.34,0,0,0,0,0,0,0,0,0,0,0,0,21.34,-3.52,18,0,0,0,0,0,0,0,0,,0,-1.76,0,16.06,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#A2C60,9130c237-53aa-417e-a57e-427ea74a2c60,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,2:57 PM,Uber One member,40.56,3.65,44.21,0,0,0,0,0,0,0,0,0,0,0,0,44.21,-8.52,21,0,0,0,0,0,0,0,0,,0,-3.65,0,32.04,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#D79BC,e688e268-fe95-4509-989f-252527bd79bc,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,6:21 PM,Non-member,28.78,2.59,31.37,0,0,0,0,0,0,0,0,0,0,0,0,31.37,-5.18,18,0,0,0,0,0,0,0,0,,0,-2.59,0,23.6,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#66257,a11626de-134c-4095-b9e0-948d33d66257,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,7:10 PM,Non-member,30.98,2.79,33.77,0,0,0,0,0,0,0,0,0,0,0,0,33.77,-5.58,18,0,0,0,0,0,0,0,0,,0,-2.79,0,25.4,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#66257,a11626de-134c-4095-b9e0-948d33d66257,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,10/24/25,7:10 PM,Non-member,0,0,0,-6.99,-0.63,-7.62,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0.63,0,-6.99,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,,,,,UberEats Unknown,,10/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.62,0,0,-3.62,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#7D73C,fdaaeb70-14ca-46d0-9c56-556a48b7d73c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,1:03 PM,Non-member,33.77,3.04,36.81,0,0,0,0,0,0,0,0,0,0,0,0,36.81,-6.08,18,0,0,0,0,0,0,0,0,,0,-3.04,0,27.69,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,,,,,UberEats Unknown,,10/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.43,0,0,-2.43,,0,0,,
Capriotti's Sandwich Shop (IN144),144|35761,#CCC7F,f97f1a91-c498-4477-91b4-5fed0acccc7f,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/26/25,7:42 PM,Non-member,35.57,3.2,38.77,0,0,0,0,0,0,0,0,0,0,0,0,38.77,-6.4,18,0,0,0,0,0,0,0,0,,0,-3.2,0,29.17,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#4396C,f42f93b0-41bc-40b4-beb2-5dcad9f4396c,Pickup,Digital,UberEats Android,Completed,10/20/25,11:43 AM,Uber One member,18.67,1.56,20.23,0,0,0,0,0,0,0,0,0,0,0,0,20.23,-1.12,6,0,0,0,0,0,0,0,0,,0,-1.56,0,17.55,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#3B570,b1d87d9a-2432-4d0f-aad8-87f25dc3b570,Pickup,Digital,UberEats iOS,Completed,10/20/25,12:47 PM,Uber One member,29.38,2.46,31.84,0,0,0,0,0,0,0,0,0,0,0,0,31.84,-1.76,6,0,0,0,0,0,0,0,0,,0,-2.46,0,27.62,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#D94F1,d8c5cb66-99e1-4eda-a21f-ef7bd42d94f1,Delivery - Partner Using Uber App,Digital,UberEats iOS,Cancelled,10/20/25,3:25 PM,Uber One member,26.38,2.21,28.59,0,0,0,0,0,0,0,0,0,0,0,0,28.59,-4.75,18,0,0,0,0,0,0,0,0,,0,-2.21,0,21.63,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#71AC7,be02c1c6-1f6c-4e88-a581-69eb39771ac7,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,3:37 PM,Uber One member,32.77,2.74,35.51,0,0,0,0,0,0,0,0,0,0,0,0,35.51,-6.88,21,0,0,0,0,0,0,0,0,,0,-2.74,0,25.89,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#27A3F,fd303345-eba8-4744-874d-41e81db27a3f,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/20/25,4:21 PM,Uber One member,17.76,1.49,19.25,0,0,0,0,0,0,0,0,0,0,0,0,19.25,-3.73,21,0,0,0,0,0,0,0,0,,0,-1.49,0,14.03,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#735DB,9e26169b-dc5d-4343-ab47-aa42e2f735db,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,5:46 PM,Uber One member,17.98,1.51,19.49,0,0,0,0,0,0,0,0,0,0,0,0,19.49,-3.78,21,0,0,0,0,0,0,0,0,,0,-1.51,0,14.2,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#E4744,de1cea4e-b74c-4d2d-a802-4e7375ce4744,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,6:34 PM,Non-member,16.19,1.36,17.55,0,0,0,0,0,0,0,0,0,0,0,0,17.55,-2.91,18,0,0,0,0,0,0,0,0,,0,-1.36,0,13.28,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,,,,,UberEats Unknown,,10/21/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.54,0,0,-3.54,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#C52D0,5da9bc7c-0ab4-46ee-83da-4e34917c52d0,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/21/25,1:01 PM,Non-member,15.98,1.34,17.32,0,0,0,0,0,0,0,0,0,0,0,0,17.32,-2.4,15,0,0,0,0,0,0,0,0,,0,-1.34,0,13.58,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#A8E63,3b4d772c-8b7c-4b5b-8991-dbd20f9a8e63,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,6:52 PM,Non-member,16.19,1.36,17.55,0,0,0,0,0,0,0,0,0,0,0,0,17.55,-2.91,18,0,0,0,0,0,0,0,0,,0,-1.36,0,13.28,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,,,,,UberEats Unknown,,10/22/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.33,0,0,-1.33,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#B6A4F,6d5ad70a-3b9e-4db8-a18c-08f4fb2b6a4f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,10:26 AM,Non-member,16.79,1.41,18.2,0,0,0,0,0,0,0,0,0,0,0,0,18.2,-3.02,18,0,0,0,0,0,0,0,0,,0,-1.41,0,13.77,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#3B60A,c1dbbd79-96bd-46fd-b914-77a86a83b60a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,11:59 AM,Non-member,58.15,4.87,63.02,0,0,0,0,0,0,0,0,0,0,0,0,63.02,-10.47,18,0,0,0,0,0,0,0,0,,0,-4.87,0,47.68,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#FD218,82f63a49-6cdc-4163-894b-aef9955fd218,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,10:12 AM,Uber One member,45.75,3.83,49.58,0,0,0,0,0,0,0,0,0,0,0,0,49.58,-9.61,21,0,0,0,0,0,0,0,0,,0,-3.83,0,36.14,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#CBED5,6c998292-cddf-4d90-b29a-84cc71acbed5,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/23/25,11:03 AM,Uber One member,14.39,1.21,15.6,0,0,0,0,0,0,0,0,0,0,0,0,15.6,-3.02,21,0,0,0,0,0,0,0,0,,0,-1.21,0,11.37,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#AB117,e18047ac-6990-423f-b2f2-11e1c2cab117,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,12:15 PM,Uber One member,66.32,5.55,71.87,0,0,0,0,0,0,0,0,0,0,0,0,71.87,-13.93,21,0,0,0,0,0,0,0,0,,0,-5.55,0,52.39,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#62631,49e6107c-4d82-4085-be60-7f8544e62631,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,7:00 PM,Non-member,15.59,1.31,16.9,0,0,0,0,0,0,0,0,0,0,0,0,16.9,-2.81,18,0,0,0,0,0,0,0,0,,0,-1.31,0,12.78,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,,,,,UberEats Unknown,,10/24/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.75,0,0,-0.75,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#A6362,8998139c-19ae-4791-a5a8-3f22696a6362,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,12:25 PM,Non-member,133.04,11.14,144.18,0,0,0,0,0,0,0,0,0,0,0,0,144.18,-23.95,18,0,0,0,0,0,0,0,0,,0,-11.14,0,109.09,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#220D6,f4983567-145c-4de8-82bc-15d2dcc220d6,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,1:02 PM,Non-member,54.75,4.59,59.34,0,0,0,0,0,0,0,0,0,0,0,0,59.34,-9.86,18,0,0,0,0,0,0,0,0,,0,-4.59,0,44.89,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#657B0,3be2e3f3-e500-40b0-917f-1b5c9b3657b0,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,1:23 PM,Non-member,13.19,1.1,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,-2.37,18,0,0,0,0,0,0,0,0,,0,-1.1,0,10.82,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#4F699,85100e2b-ece8-478b-8203-c42a82a4f699,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,1:00 PM,Non-member,20.38,1.71,22.09,0,0,0,0,0,0,0,0,0,0,0,0,22.09,-3.67,18,0,0,0,0,0,0,0,0,,0,-1.71,0,16.71,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#2E87D,d0cd52d9-2c53-45a6-bb23-02b24b02e87d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,2:42 PM,Uber One member,106.46,8.92,115.38,0,0,0,0,0,0,0,0,0,0,0,0,115.38,-22.36,21,0,0,0,0,0,0,0,0,,0,-8.92,0,84.1,,0,0,,
Capriotti's Sandwich Shop (NV008),8|15596,#425DF,7f79b976-d3ac-4e03-b1d8-917466d425df,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,6:32 PM,Non-member,15.59,1.31,16.9,0,0,0,0,0,0,0,0,0,0,0,0,16.9,-2.81,18,0,0,0,0,0,0,0,0,,0,-1.31,0,12.78,,0,0,,
